year_week,product_name,sales
2025-28,47-749-3277,301
2025-28,47-802-5023,937
2025-28,47-843-8207,533
2025-28,47-866-6589,142
2025-28,48-193-1199,412
2025-28,48-242-8445,822
2025-28,48-289-0604,887
2025-28,48-414-6162,1069
2025-28,48-427-0551,1255
2025-28,48-461-3742,1226
2025-28,48-770-6319,1145
2025-28,48-789-9187,458
2025-28,48-957-6116,1300
2025-28,48-957-8596,1196
2025-28,49-199-6836,701
2025-28,49-311-3063,824
2025-28,49-377-9731,1033
2025-28,49-526-7806,198
2025-28,49-570-8214,1319
2025-28,49-579-4325,43
2025-28,49-730-0159,1286
2025-28,49-861-7823,1046
2025-28,49-891-4927,319
2025-28,49-919-8798,821
2025-28,50-329-3145,1093
2025-28,50-329-3360,1003
2025-28,50-364-5828,1289
2025-28,50-679-2072,995
2025-28,50-772-2613,1045
2025-28,50-930-4751,1038
2025-28,50-942-2409,552
2025-28,51-000-8113,368
2025-28,51-069-0489,491
2025-28,51-273-4240,561
2025-28,51-312-8608,1078
2025-28,51-459-5630,74
2025-28,51-462-0747,624
2025-28,51-469-4611,116
2025-28,51-572-5497,552
2025-28,51-583-6029,1367
2025-28,51-761-6320,1324
2025-28,51-934-9117,649
2025-28,52-029-2382,463
2025-28,52-123-8039,421
2025-28,52-392-5312,104
2025-28,52-402-9245,584
2025-28,52-481-5224,425
2025-28,52-797-6961,1294
2025-28,53-008-2419,533
2025-28,53-050-8242,289
2025-28,53-080-8252,378
2025-28,53-146-9979,584
2025-28,53-151-5726,239
2025-28,53-446-8243,453
2025-28,53-667-4109,908
2025-28,53-680-5293,857
2025-28,53-710-7630,495
2025-28,53-805-9523,1243
2025-28,53-930-2215,1466
2025-28,54-109-8062,910
2025-28,54-281-3746,355
2025-28,54-374-9986,609
2025-28,54-708-7327,1370
2025-28,54-758-4622,587
2025-28,54-822-9009,571
2025-28,54-830-6971,1320
2025-28,55-154-4728,406
2025-28,55-164-7723,1420
2025-28,55-522-8242,870
2025-28,55-631-7937,973
2025-28,55-680-0982,675
2025-28,55-697-5242,735
2025-28,55-803-3964,698
2025-28,55-936-2406,1289
2025-28,56-054-8664,606
2025-28,56-191-6497,879
2025-28,56-213-0577,1082
2025-28,56-303-5256,450
2025-28,56-635-6764,306
2025-28,56-657-4387,976
2025-28,56-668-5370,446
2025-28,56-810-0550,788
2025-28,56-831-6199,1145
2025-28,56-875-3717,792
2025-28,56-894-3733,962
2025-28,56-937-8675,1061
2025-28,57-101-0060,469
2025-28,57-167-0669,516
2025-28,57-359-3397,533
2025-28,57-394-1587,1297
2025-28,57-394-4703,1148
2025-28,57-437-1828,1261
2025-28,57-562-2358,1447
2025-28,57-613-5779,512
2025-28,57-763-5501,999
2025-28,57-779-4955,463
2025-28,57-861-4379,718
2025-28,57-903-6434,507
2025-28,58-005-5343,112
2025-28,58-063-8633,527
2025-28,58-122-2282,1370
2025-28,58-182-6781,695
2025-28,58-219-0241,685
2025-28,58-229-1358,124
2025-28,58-946-5152,899
2025-28,59-075-2457,333
2025-28,59-725-4038,525
2025-28,59-857-6577,1107
2025-28,60-198-7050,352
2025-28,60-285-3783,685
2025-28,60-311-5701,826
2025-28,60-327-4114,753
2025-28,60-343-3288,118
2025-28,60-343-7973,937
2025-28,60-456-8169,266
2025-28,60-550-4771,259
2025-28,60-632-8752,410
2025-28,60-644-6596,616
2025-28,60-747-8704,793
2025-28,60-771-0879,790
2025-28,60-911-3745,1148
2025-28,61-293-6327,665
2025-28,61-317-9944,968
2025-28,61-582-7399,418
2025-28,61-607-7622,809
2025-28,61-680-9496,1289
2025-28,61-796-6540,828
2025-28,61-801-8665,1013
2025-28,61-827-4098,233
2025-28,62-100-2245,630
2025-28,62-393-9939,960
2025-28,62-509-0666,149
2025-28,62-777-6010,1144
2025-28,62-795-7801,432
2025-28,62-816-8794,1367
2025-28,62-998-7250,1250
2025-28,63-162-9244,512
2025-28,63-168-6018,213
2025-28,63-270-7076,689
2025-28,63-822-5278,1234
2025-28,63-874-9747,41
2025-28,63-890-1246,1198
2025-28,63-897-8088,183
2025-28,63-918-8253,124
2025-28,63-936-0145,542
2025-28,63-956-0739,867
2025-28,64-109-7362,817
2025-28,64-119-7804,1098
2025-28,64-418-8356,1044
2025-28,64-478-4745,602
2025-28,64-493-5270,1107
2025-28,64-854-8664,947
2025-28,65-145-9672,583
2025-28,65-235-7676,905
2025-28,65-282-0419,1069
2025-28,65-368-2479,199
2025-28,65-464-5070,1185
2025-28,65-527-9488,378
2025-28,65-644-1394,895
2025-28,65-674-6076,995
2025-28,65-718-0492,1189
2025-28,65-759-3721,1068
2025-28,65-780-5622,659
2025-28,65-854-9364,725
2025-28,65-867-4029,1090
2025-28,66-268-8345,110
2025-28,66-312-5511,1375
2025-28,66-327-2821,734
2025-28,66-378-7532,75
2025-28,66-627-9752,1381
2025-28,66-716-8221,677
2025-28,66-806-6051,1123
2025-28,66-854-5736,1282
2025-28,66-993-4234,1198
2025-28,67-025-1245,383
2025-28,67-027-7269,1488
2025-28,67-130-4114,640
2025-28,67-248-6306,442
2025-28,67-270-7464,528
2025-28,67-382-4435,990
2025-28,67-473-7093,344
2025-28,67-512-9754,523
2025-28,67-546-1568,373
2025-28,67-625-9704,1244
2025-28,67-710-5120,1135
2025-28,67-725-6830,932
2025-28,67-984-5368,101
2025-28,68-418-6724,752
2025-28,68-436-1268,923
2025-28,68-636-4774,195
2025-28,68-732-5919,467
2025-28,68-734-1585,1149
2025-28,68-761-6907,1251
2025-28,68-973-8812,641
2025-28,68-977-2498,246
2025-28,68-977-6854,611
2025-28,69-171-1305,877
2025-28,69-287-9113,1370
2025-28,69-468-5468,743
2025-28,69-561-2496,1076
2025-28,69-578-7930,136
2025-28,69-674-5387,446
2025-28,69-743-0161,732
2025-28,69-834-2874,364
2025-28,69-895-3397,1087
2025-28,70-005-5970,840
2025-28,70-145-2550,858
2025-28,70-149-6756,765
2025-28,70-206-4860,1384
2025-28,70-534-7796,984
2025-28,70-542-4269,504
2025-28,70-587-1204,1174
2025-28,70-612-2531,679
2025-28,70-815-4015,1170
2025-28,70-854-6891,908
2025-28,70-871-4536,1161
2025-28,71-015-9181,525
2025-28,71-067-3278,1005
2025-28,71-074-6292,963
2025-28,71-085-4290,1414
2025-28,71-300-2191,143
2025-28,71-436-5841,740
2025-28,71-516-1996,790
2025-28,71-594-6552,277
2025-28,71-631-5875,169
2025-28,71-954-4501,1165
2025-28,71-999-2404,770
2025-28,72-066-4597,1033
2025-28,72-341-1154,1109
2025-28,72-404-5581,1368
2025-28,72-780-6006,241
2025-28,72-810-9753,1430
2025-28,72-970-0239,1047
2025-28,72-989-2512,1146
2025-28,73-010-8323,178
2025-28,73-117-6105,498
2025-28,73-118-1117,1355
2025-28,73-401-5721,1206
2025-28,73-561-2867,1315
2025-28,73-567-6194,871
2025-28,73-751-4393,1242
2025-28,73-874-7534,977
2025-28,73-942-0508,1113
2025-28,73-997-6251,1254
2025-28,74-132-5528,877
2025-28,74-181-4135,1315
2025-28,74-234-0628,706
2025-28,74-294-3760,371
2025-28,74-305-1263,752
2025-28,74-404-0582,603
2025-28,74-430-8245,268
2025-28,74-548-9313,494
2025-28,74-562-7431,644
2025-28,74-587-2065,1168
2025-28,74-610-2295,799
2025-28,74-642-2435,764
2025-28,74-666-5671,602
2025-28,74-711-7160,349
2025-28,74-818-3306,954
2025-28,74-845-3299,257
2025-28,74-943-9034,435
2025-28,75-029-9003,663
2025-28,75-080-4909,1301
2025-28,75-094-1179,1313
2025-28,75-152-8731,1022
2025-28,75-672-4378,667
2025-28,75-927-9108,890
2025-28,76-027-4850,232
2025-28,76-070-1411,730
2025-28,76-090-4411,674
2025-28,76-264-0748,540
2025-28,76-325-9093,1149
2025-28,76-340-4432,1033
2025-28,76-401-7083,724
2025-28,76-459-2392,1202
2025-28,76-476-9996,975
2025-28,76-540-6407,1343
2025-28,76-584-4790,268
2025-28,76-623-7844,802
2025-28,76-854-0095,200
2025-28,76-954-1442,631
2025-28,77-013-1553,891
2025-28,77-224-2227,1302
2025-28,77-312-6317,752
2025-28,77-377-1659,883
2025-28,77-777-4536,1404
2025-28,77-827-0820,494
2025-28,77-937-1108,383
2025-28,77-959-1018,1203
2025-28,78-237-0277,674
2025-28,78-362-8578,505
2025-28,78-614-4402,831
2025-28,78-689-8958,963
2025-28,78-953-2073,603
2025-28,78-956-4737,682
2025-28,79-136-9840,259
2025-28,79-350-5841,320
2025-28,79-400-6216,1054
2025-28,79-428-8753,650
2025-28,79-494-2472,1097
2025-28,79-569-8856,1287
2025-28,79-741-0770,1376
2025-28,79-884-8810,939
2025-28,79-920-2395,612
2025-28,80-020-8041,965
2025-28,80-025-6757,1277
2025-28,80-039-1261,1177
2025-28,80-072-8774,1220
2025-28,80-227-6886,706
2025-28,80-334-0215,739
2025-28,80-371-3695,633
2025-28,80-374-5711,142
2025-28,80-375-9075,980
2025-28,80-441-7249,1381
2025-28,80-459-5950,1077
2025-28,80-658-6456,600
2025-28,80-698-0324,1038
2025-28,80-988-4653,361
2025-28,81-268-5905,304
2025-28,81-354-4203,1060
2025-28,81-573-0943,1247
2025-28,81-578-7404,1532
2025-28,81-605-6246,311
2025-28,81-844-2979,604
2025-28,82-041-7211,1293
2025-28,82-231-4245,1310
2025-28,82-243-3180,657
2025-28,82-342-7339,803
2025-28,82-380-5378,645
2025-28,82-395-5070,919
2025-28,82-538-4809,603
2025-28,82-678-8097,790
2025-28,82-711-0772,1059
2025-28,82-811-7988,1037
2025-28,82-931-7126,1173
2025-28,82-948-2298,149
2025-28,82-977-7752,847
2025-28,83-108-1174,79
2025-28,83-117-7658,662
2025-28,83-321-7887,712
2025-28,83-400-9746,421
2025-28,83-553-9523,1059
2025-28,83-556-0996,124
2025-28,83-568-3475,1350
2025-28,83-573-4586,686
2025-28,83-625-3618,1052
2025-28,83-704-6367,1175
2025-28,83-716-2177,418
2025-28,83-727-0814,1660
2025-28,83-763-5038,577
2025-28,83-917-7384,620
2025-28,83-966-3280,960
2025-28,84-075-7647,337
2025-28,84-151-2114,1193
2025-28,84-198-7276,1014
2025-28,84-269-9130,971
2025-28,84-272-0790,356
2025-28,84-327-7787,1127
2025-28,84-546-7624,939
2025-28,84-624-0201,617
2025-28,84-629-1532,1420
2025-28,85-207-4164,494
2025-28,85-212-2729,462
2025-28,85-237-3505,864
2025-28,85-440-3667,849
2025-28,85-510-2915,1338
2025-28,85-561-4694,1497
2025-28,85-781-5386,1261
2025-28,85-806-0613,666
2025-28,85-806-8672,1309
2025-28,85-835-3445,1060
2025-28,86-257-4613,1328
2025-28,86-273-9377,326
2025-28,86-330-0214,940
2025-28,86-482-6451,340
2025-28,86-672-4191,1310
2025-28,86-692-2312,785
2025-28,86-978-6666,117
2025-28,87-013-6488,1316
2025-28,87-097-5691,1210
2025-28,87-104-0187,634
2025-28,87-199-2743,992
2025-28,87-272-6544,1247
2025-28,87-391-9658,1290
2025-28,87-423-8486,900
2025-28,87-675-1506,569
2025-28,87-698-0944,684
2025-28,87-762-1317,1078
2025-28,87-791-5803,962
2025-28,87-903-3486,1204
2025-28,87-997-0228,798
2025-28,88-069-5486,1215
2025-28,88-183-5781,568
2025-28,88-304-2855,1199
2025-28,88-401-3700,522
2025-28,88-408-0310,603
2025-28,88-586-8797,1015
2025-28,88-602-8210,873
2025-28,88-746-9468,1011
2025-28,88-807-8431,1345
2025-28,88-951-9038,946
2025-28,88-977-0175,1124
2025-28,89-181-4523,848
2025-28,89-328-9019,917
2025-28,89-335-0155,610
2025-28,89-388-3239,783
2025-28,89-543-3456,1038
2025-28,89-602-6755,198
2025-28,89-624-7462,944
2025-28,89-673-1543,960
2025-28,89-713-6071,1137
2025-28,89-922-4773,1066
2025-28,90-128-7973,1092
2025-28,90-230-9767,621
2025-28,90-303-1821,773
2025-28,90-343-9640,813
2025-28,90-492-0564,696
2025-28,90-737-0044,971
2025-28,90-773-9557,614
2025-28,90-865-9150,651
2025-28,91-105-7317,985
2025-28,91-127-7489,279
2025-28,91-257-3672,635
2025-28,91-290-9062,1116
2025-28,91-417-0366,725
2025-28,91-426-3204,1332
2025-28,91-553-1774,558
2025-28,91-848-0606,942
2025-28,92-152-5820,322
2025-28,92-291-7089,1242
2025-28,92-362-3567,1258
2025-28,92-455-2959,387
2025-28,92-551-8504,526
2025-28,92-652-3737,1134
2025-28,92-791-0606,1035
2025-28,92-837-8839,768
2025-28,92-995-8689,1660
2025-28,93-014-4256,890
2025-28,93-015-0811,1451
2025-28,93-166-3169,247
2025-28,93-198-5984,469
2025-28,93-218-8108,866
2025-28,93-342-8794,467
2025-28,93-571-7294,141
2025-28,93-682-2069,331
2025-28,93-772-3085,197
2025-28,93-813-2419,802
2025-28,93-815-0565,1128
2025-28,93-966-7754,673
2025-28,94-020-6982,242
2025-28,94-029-2717,940
2025-28,94-071-2261,1115
2025-28,94-092-3355,1609
2025-28,94-190-5193,443
2025-28,94-355-3070,1010
2025-28,94-525-6925,310
2025-28,94-528-8088,785
2025-28,94-598-3383,382
2025-28,94-658-4945,1297
2025-28,94-697-2396,515
2025-28,95-090-2788,403
2025-28,95-130-9020,131
2025-28,95-252-9619,1140
2025-28,95-262-6208,286
2025-28,95-349-0828,301
2025-28,95-354-8583,998
2025-28,95-356-1566,1308
2025-28,95-357-2870,885
2025-28,95-449-1286,402
2025-28,95-640-0293,234
2025-28,95-738-4658,404
2025-28,96-164-0607,1473
2025-28,96-209-1739,1108
2025-28,96-316-7600,1059
2025-28,96-334-2593,783
2025-28,96-503-7712,385
2025-28,96-682-8546,1345
2025-28,96-774-0457,409
2025-28,96-961-2193,238
2025-28,97-040-3822,1259
2025-28,97-093-4278,1222
2025-28,97-283-4840,362
2025-28,97-300-7511,477
2025-28,97-710-2449,962
2025-28,97-772-2336,616
2025-28,98-064-4465,875
2025-28,98-148-0940,1213
2025-28,98-235-2711,741
2025-28,98-445-7372,1399
2025-28,98-499-2220,206
2025-28,98-546-7398,318
2025-28,98-556-5323,361
2025-28,98-575-4736,1218
2025-28,98-652-9569,21
2025-28,98-858-6323,1207
2025-28,98-909-9395,185
2025-28,99-033-5661,1353
2025-28,99-048-8310,1288
2025-28,99-137-1730,1313
2025-28,99-194-5600,1516
2025-28,99-420-3592,704
2025-28,99-543-5039,687
2025-28,99-561-4871,1186
2025-28,99-894-4351,1053
2025-28,99-961-0767,388
2025-29,00-119-8780,298
2025-29,00-215-7434,415
2025-29,00-357-2313,1322
2025-29,00-366-9496,1003
2025-29,00-405-7428,1227
2025-29,00-440-9568,1339
2025-29,00-534-9775,188
2025-29,00-641-8691,769
2025-29,00-842-9790,1295
2025-29,00-963-2193,855
2025-29,01-018-6418,1409
2025-29,01-026-2772,627
2025-29,01-050-2246,746
2025-29,01-144-5960,1156
2025-29,01-173-0029,926
2025-29,01-439-6231,626
2025-29,01-703-8441,1426
2025-29,01-820-5784,381
2025-29,01-839-6534,946
2025-29,01-903-5373,355
2025-29,02-034-6209,229
2025-29,02-085-7218,470
2025-29,02-170-5225,611
2025-29,02-275-6061,210
2025-29,02-484-0206,1259
2025-29,02-508-3777,805
2025-29,02-559-8196,1161
2025-29,02-575-1980,70
2025-29,02-655-3240,265
2025-29,02-888-9412,885
2025-29,02-895-7781,1109
2025-29,02-920-4829,1048
2025-29,02-974-8526,755
2025-29,03-043-9933,892
2025-29,03-061-1344,708
2025-29,03-149-9760,919
2025-29,03-276-3931,582
2025-29,03-441-4252,171
2025-29,03-597-9488,1144
2025-29,03-833-3577,596
2025-29,03-919-9890,293
2025-29,03-940-0630,1546
2025-29,04-001-1793,962
2025-29,04-038-1547,255
2025-29,04-104-6993,1233
2025-29,04-240-2226,309
2025-29,04-277-5245,604
2025-29,04-293-6969,736
2025-29,04-453-5485,431
2025-29,04-542-3863,417
2025-29,04-637-8815,231
2025-29,04-758-0410,1042
2025-29,05-184-4175,1298
2025-29,05-193-8096,961
2025-29,05-334-2923,1230
2025-29,05-425-0746,345
2025-29,05-498-7751,865
2025-29,05-720-8792,569
2025-29,05-899-1428,319
2025-29,06-068-6793,680
2025-29,06-336-5482,550
2025-29,06-340-6856,765
2025-29,06-503-5891,418
2025-29,06-611-5454,809
2025-29,06-655-5498,1257
2025-29,06-690-2335,1134
2025-29,06-706-6490,1220
2025-29,06-731-2162,644
2025-29,06-797-4963,258
2025-29,06-849-4869,525
2025-29,06-858-5680,357
2025-29,06-955-3428,309
2025-29,06-996-3221,633
2025-29,07-074-1196,1159
2025-29,07-219-8017,1144
2025-29,07-337-9889,473
2025-29,07-389-5740,1111
2025-29,07-617-6934,737
2025-29,07-679-1199,741
2025-29,07-834-3320,1044
2025-29,07-846-4804,744
2025-29,07-858-5487,440
2025-29,07-970-9352,482
2025-29,08-114-3922,269
2025-29,08-196-2703,423
2025-29,08-213-2058,514
2025-29,08-226-5155,1138
2025-29,08-396-2704,846
2025-29,08-495-6853,905
2025-29,08-519-5579,1139
2025-29,08-573-9997,682
2025-29,08-637-9335,441
2025-29,08-703-1382,1164
2025-29,08-725-8156,1289
2025-29,08-940-8578,488
2025-29,08-961-3009,911
2025-29,09-101-1740,451
2025-29,09-286-8107,838
2025-29,09-335-7793,988
2025-29,09-536-2626,948
2025-29,09-618-2842,954
2025-29,09-622-7119,1351
2025-29,09-712-3630,227
2025-29,10-002-6494,1244
2025-29,10-034-7654,868
2025-29,10-137-9759,1239
2025-29,10-218-2680,556
2025-29,10-249-7928,538
2025-29,10-255-8579,1307
2025-29,10-378-9729,386
2025-29,10-445-0741,838
2025-29,10-555-5971,924
2025-29,10-617-7581,121
2025-29,10-626-8536,548
2025-29,10-768-2443,209
2025-29,10-854-5467,1245
2025-29,11-032-9778,861
2025-29,11-053-0107,1594
2025-29,11-073-0189,1139
2025-29,11-155-7826,326
2025-29,11-316-8405,61
2025-29,11-325-7396,936
2025-29,11-338-4598,571
2025-29,11-581-9869,684
2025-29,11-604-6002,547
2025-29,11-733-1756,971
2025-29,11-745-3025,832
2025-29,11-766-8738,1122
2025-29,11-815-7923,573
2025-29,11-891-8213,1203
2025-29,11-922-3342,272
2025-29,12-046-2988,926
2025-29,12-093-9863,197
2025-29,12-239-9399,613
2025-29,12-342-4482,577
2025-29,12-439-8428,1206
2025-29,12-714-5135,666
2025-29,12-798-9401,829
2025-29,12-828-1063,254
2025-29,12-998-3882,572
2025-29,13-144-2169,744
2025-29,13-202-4809,1034
2025-29,13-409-9040,50
2025-29,13-673-7016,10
2025-29,13-798-3397,418
2025-29,13-844-2178,1265
2025-29,13-888-0149,88
2025-29,13-900-9016,115
2025-29,13-962-6263,364
2025-29,13-980-8804,284
2025-29,14-115-8371,408
2025-29,14-305-5348,736
2025-29,14-305-9690,247
2025-29,14-331-3739,765
2025-29,14-489-8669,1108
2025-29,14-521-4167,373
2025-29,14-550-2152,1014
2025-29,14-681-7035,918
2025-29,14-836-2894,1269
2025-29,14-844-4138,520
2025-29,15-045-8444,899
2025-29,15-082-9124,682
2025-29,15-144-9413,689
2025-29,15-169-8058,881
2025-29,15-240-6267,404
2025-29,15-562-3712,870
2025-29,15-679-3935,720
2025-29,15-762-1058,215
2025-29,15-796-3130,77
2025-29,15-797-4824,978
2025-29,15-846-7959,883
2025-29,15-884-7413,153
2025-29,15-905-7750,912
2025-29,15-907-3681,637
2025-29,16-187-5729,1066
2025-29,16-354-8122,643
2025-29,16-380-0753,1181
2025-29,16-499-5059,626
2025-29,16-632-1308,398
2025-29,17-002-4721,1316
2025-29,17-022-9721,604
2025-29,17-236-0566,974
2025-29,17-253-5688,491
2025-29,17-265-1899,421
2025-29,17-274-6898,1405
2025-29,17-395-1121,580
2025-29,17-493-4579,828
2025-29,17-504-3699,814
2025-29,17-647-0503,1358
2025-29,18-107-7886,492
2025-29,18-199-5799,1275
2025-29,18-278-2383,1154
2025-29,19-021-5024,745
2025-29,19-047-4239,451
2025-29,19-112-1616,107
2025-29,19-214-5762,644
2025-29,19-244-9890,766
2025-29,19-323-0506,445
2025-29,19-377-5021,618
2025-29,19-610-2236,1169
2025-29,19-672-8982,1039
2025-29,19-854-3663,1114
2025-29,19-967-0632,1015
2025-29,20-022-3173,909
2025-29,20-031-0532,629
2025-29,20-054-3716,941
2025-29,20-225-3930,1029
2025-29,20-283-0111,584
2025-29,20-325-1965,917
2025-29,20-387-7746,283
2025-29,20-405-4865,915
2025-29,20-448-2972,912
2025-29,21-013-3508,1182
2025-29,21-120-6238,1066
2025-29,21-252-1360,751
2025-29,21-633-8696,924
2025-29,21-650-9319,197
2025-29,21-693-8216,502
2025-29,21-718-6746,345
2025-29,21-809-7115,617
2025-29,21-816-1004,482
2025-29,21-890-2826,1151
2025-29,21-993-5632,608
2025-29,22-083-3347,371
2025-29,22-141-9798,655
2025-29,22-266-9291,41
2025-29,22-319-1377,1088
2025-29,22-329-7791,781
2025-29,22-621-2774,1494
2025-29,22-760-4605,610
2025-29,22-778-3553,1059
2025-29,22-849-2551,824
2025-29,22-895-6595,1502
2025-29,23-070-2433,304
2025-29,23-265-8144,670
2025-29,23-395-3157,495
2025-29,24-009-1208,1188
2025-29,24-143-4957,1339
2025-29,24-228-6840,522
2025-29,24-310-9184,505
2025-29,24-364-3341,1008
2025-29,24-478-8277,489
2025-29,24-571-1080,911
2025-29,24-579-6500,775
2025-29,24-972-6969,1065
2025-29,24-975-4231,445
2025-29,24-986-5091,781
2025-29,24-989-3302,292
2025-29,25-010-9478,1085
2025-29,25-349-7974,281
2025-29,25-353-2067,246
2025-29,25-522-6043,256
2025-29,25-911-7736,668
2025-29,26-000-1012,936
2025-29,26-010-9519,955
2025-29,26-031-8070,662
2025-29,26-134-9069,431
2025-29,26-161-6692,358
2025-29,26-177-5690,229
2025-29,26-456-1992,697
2025-29,26-535-4727,198
2025-29,26-629-5920,540
2025-29,26-690-3784,980
2025-29,26-799-3714,428
2025-29,27-216-9671,1330
2025-29,27-262-2437,78
2025-29,27-269-5260,1020
2025-29,27-387-0428,703
2025-29,27-389-3529,126
2025-29,27-442-3654,1327
2025-29,27-459-0724,847
2025-29,27-474-0056,987
2025-29,27-495-1912,821
2025-29,27-635-8394,710
2025-29,27-681-5588,305
2025-29,27-757-4489,1031
2025-29,27-783-5470,1446
2025-29,27-881-1177,556
2025-29,28-003-8065,999
2025-29,28-008-2951,895
2025-29,28-044-4102,1160
2025-29,28-107-4953,119
2025-29,28-146-2641,740
2025-29,28-185-7303,647
2025-29,28-197-9246,581
2025-29,28-275-5901,907
2025-29,28-433-8533,481
2025-29,28-505-8317,968
2025-29,28-608-0039,261
2025-29,28-824-9017,1028
2025-29,28-840-6096,1049
2025-29,28-956-1320,503
2025-29,28-968-4195,1266
2025-29,28-986-8001,907
2025-29,29-017-6255,978
2025-29,29-092-3453,192
2025-29,29-135-0791,1373
2025-29,29-205-1132,926
2025-29,29-344-3658,140
2025-29,29-377-7040,1294
2025-29,29-436-6570,373
2025-29,29-592-7315,1116
2025-29,29-741-8132,925
2025-29,29-756-7042,1282
2025-29,29-823-6004,553
2025-29,29-875-6900,833
2025-29,29-896-7926,762
2025-29,30-429-2162,1193
2025-29,30-591-7275,935
2025-29,30-806-3823,940
2025-29,30-832-5429,203
2025-29,30-964-2694,806
2025-29,30-996-2526,1378
2025-29,31-157-1822,481
2025-29,31-211-5803,1271
2025-29,31-255-9616,635
2025-29,31-387-5020,552
2025-29,31-403-6234,616
2025-29,31-608-1445,421
2025-29,31-627-6025,1029
2025-29,31-745-6850,362
2025-29,31-746-4951,670
2025-29,31-803-5001,144
2025-29,31-969-4614,960
2025-29,32-261-0008,425
2025-29,32-270-1385,1387
2025-29,32-676-1026,593
2025-29,32-933-0329,326
2025-29,32-987-5559,396
2025-29,33-335-9140,359
2025-29,33-378-1365,497
2025-29,33-440-2588,1030
2025-29,33-507-9886,1292
2025-29,33-670-6797,674
2025-29,33-807-7247,546
2025-29,34-075-0371,781
2025-29,34-086-3222,92
2025-29,34-110-1040,638
2025-29,34-131-8805,323
2025-29,34-291-4939,1208
2025-29,34-369-7712,574
2025-29,34-538-1180,262
2025-29,34-547-0827,156
2025-29,34-709-9237,1445
2025-29,34-861-4446,192
2025-29,34-928-2775,248
2025-29,35-031-1497,1276
2025-29,35-257-9312,294
2025-29,35-299-0889,1191
2025-29,35-328-8392,1217
2025-29,35-353-4068,915
2025-29,35-529-2933,997
2025-29,35-617-3857,1224
2025-29,35-621-2546,1128
2025-29,35-835-5591,1003
2025-29,35-836-6718,582
2025-29,36-127-4273,1399
2025-29,36-177-0573,834
2025-29,36-296-9609,1216
2025-29,36-330-5036,1097
2025-29,36-372-2295,1478
2025-29,36-383-3677,865
2025-29,36-531-4087,1086
2025-29,36-636-4873,1144
2025-29,36-679-4670,1007
2025-29,36-840-2728,818
2025-29,36-899-5324,1221
2025-29,36-918-2937,909
2025-29,37-064-7275,1078
2025-29,37-246-0018,432
2025-29,37-248-6266,1165
2025-29,37-567-3218,69
2025-29,37-606-0510,1166
2025-29,37-610-1999,909
2025-29,37-666-3902,1293
2025-29,37-709-3532,549
2025-29,38-049-9319,438
2025-29,38-296-6634,464
2025-29,38-390-2115,840
2025-29,38-417-4656,1288
2025-29,38-555-9147,936
2025-29,38-617-7226,771
2025-29,38-655-2312,1163
2025-29,38-664-2155,1322
2025-29,38-732-7667,831
2025-29,38-822-8005,1032
2025-29,38-924-3007,1122
2025-29,39-192-3521,1124
2025-29,39-232-5341,454
2025-29,39-315-3936,68
2025-29,39-358-3340,140
2025-29,39-449-0772,634
2025-29,39-479-5147,1058
2025-29,39-629-5554,1164
2025-29,39-768-8205,208
2025-29,39-810-2042,1075
2025-29,39-913-2999,638
2025-29,40-003-7322,675
2025-29,40-021-2400,217
2025-29,40-126-0515,911
2025-29,40-205-8252,1196
2025-29,40-462-2952,328
2025-29,40-630-1431,1006
2025-29,40-681-9981,1031
2025-29,40-683-0283,722
2025-29,40-751-8635,980
2025-29,40-793-7235,1179
2025-29,40-795-0753,1148
2025-29,40-810-9261,1376
2025-29,40-860-4532,143
2025-29,40-902-1995,1277
2025-29,40-913-9772,596
2025-29,40-997-2786,990
2025-29,41-131-3841,1075
2025-29,41-237-5498,1298
2025-29,41-240-8856,1379
2025-29,41-316-8427,317
2025-29,41-475-5305,738
2025-29,41-526-4036,910
2025-29,41-538-3129,599
2025-29,41-594-5069,298
2025-29,41-729-5410,736
2025-29,41-735-9837,1130
2025-29,42-134-9798,1196
2025-29,42-141-5718,784
2025-29,42-175-1648,1289
2025-29,42-220-9305,1223
2025-29,42-495-7698,281
2025-29,42-674-3917,897
2025-29,42-879-9478,1402
2025-29,42-887-6557,1272
2025-29,42-907-6946,662
2025-29,43-153-8268,449
2025-29,43-164-5984,1059
2025-29,43-193-9915,1157
2025-29,43-469-7551,363
2025-29,43-670-8544,936
2025-29,43-693-2092,712
2025-29,43-703-9939,1200
2025-29,43-851-9440,516
2025-29,43-893-5408,497
2025-29,43-910-2342,1152
2025-29,44-112-3331,374
2025-29,44-128-2185,777
2025-29,44-305-1866,571
2025-29,44-368-7112,229
2025-29,44-408-7594,256
2025-29,44-476-0390,474
2025-29,44-480-9446,852
2025-29,44-538-3366,1258
2025-29,44-546-5713,329
2025-29,44-552-3909,997
2025-29,44-634-8292,811
2025-29,44-637-5512,615
2025-29,44-782-1395,438
2025-29,45-050-4720,671
2025-29,45-172-7012,378
2025-29,45-194-4094,1273
2025-29,45-250-4679,228
2025-29,45-317-9731,91
2025-29,45-380-4627,197
2025-29,45-402-0421,831
2025-29,45-634-0679,877
2025-29,45-852-2446,140
2025-29,45-992-5653,701
2025-29,46-083-7058,583
2025-29,46-255-3073,988
2025-29,46-415-8633,635
2025-29,46-436-5351,597
2025-29,46-452-9419,627
2025-29,46-496-2930,710
